id,all_reviews,name,URL,popular_tags
4798,"Very Positive,(50),- 82% of the 50 user reviews for this game are positive.",Link: The Unleashed Nexus,https://store.steampowered.com/app/388720/Link_The_Unleashed_Nexus/,"Indie,Racing,Action,Anime,Female Protagonist,3D Platformer"
4799,"Positive,(39),- 94% of the 39 user reviews for this game are positive.",100% Orange Juice - Alte & Kyoko Character Pack,https://store.steampowered.com/app/388790/100_Orange_Juice__Alte__Kyoko_Character_Pack/,"Indie,Strategy,Anime,Cute,Board Game,Multiplayer"
4800,"Very Positive,(809),- 86% of the 809 user reviews for this game are positive.",Azure Striker Gunvolt,https://store.steampowered.com/app/388800/Azure_Striker_Gunvolt/,"Action,Platformer,Anime,2D,Indie,Pixel Graphics,Side Scroller,Great Soundtrack,Singleplayer,Metroidvania"
4801,"Very Positive,(5,537),- 93% of the 5,537 user reviews for this game are positive.",Oxenfree,https://store.steampowered.com/app/388880/Oxenfree/,"Story Rich,Choices Matter,Atmospheric,Supernatural,Female Protagonist,Indie,Adventure,Mystery,Horror,Great Soundtrack,Singleplayer,Multiple Endings,Thriller,Psychological Horror,Walking Simulator,Side Scroller,2.5D,2D,Lovecraftian,Short"
4802,"Very Positive,(115),- 85% of the 115 user reviews for this game are positive.",iZBOT,https://store.steampowered.com/app/388970/iZBOT/,"Indie,Action,Platformer,2D,Pixel Graphics"
4803,"Mixed,(1,321),- 54% of the 1,321 user reviews for this game are positive.",Project Genom,https://store.steampowered.com/app/389040/Project_Genom/,"Early Access,Massively Multiplayer,Action,RPG,Sci-fi,Early Access,Open World,MMORPG,Indie,Shooter,Third-Person Shooter,Third Person,Crafting,Multiplayer"
4804,"Mostly Positive,(113),- 72% of the 113 user reviews for this game are positive.",Pocket Rumble,https://store.steampowered.com/app/389050/Pocket_Rumble/,"Early Access,Early Access,Indie,2D Fighter,Fighting,Action,Pixel Graphics"
4805,"Overwhelmingly Positive,(674),- 95% of the 674 user reviews for this game are positive.",Horizon Chase Turbo,https://store.steampowered.com/app/389140/Horizon_Chase_Turbo/,"Racing,Arcade,Casual,Indie,Retro,Sports,Action,Local Multiplayer,Great Soundtrack,4 Player Local,Split Screen"
4806,"Mixed,(97),- 50% of the 97 user reviews for this game are positive.",Shadow Ninja: Apocalypse,https://store.steampowered.com/app/389160/Shadow_Ninja_Apocalypse/,"Action,Indie,Adventure,Casual,Strategy,Platformer,Ninja,Parkour,Great Soundtrack,Dark,2D,War,Stealth,Dark Fantasy,Superhero,Post-apocalyptic,Difficult,Hack and Slash,Rogue-like,Physics"
4807,"Mixed,(193),- 66% of the 193 user reviews for this game are positive.",Maximum Override,https://store.steampowered.com/app/389220/Maximum_Override/,"Action,Simulation,Indie,Casual,Destruction,Sandbox,VR,Early Access"
4808,"Very Positive,(96),- 94% of the 96 user reviews for this game are positive.",Planet Alcatraz 2,https://store.steampowered.com/app/389250/Planet_Alcatraz_2/,"RPG,Adventure,Comedy"
4809,"Very Positive,(67),- 85% of the 67 user reviews for this game are positive.",Lucid Trips,https://store.steampowered.com/app/389260/Lucid_Trips/,"Early Access,Asynchronous Multiplayer,Adventure,Indie,Early Access,VR"
4810,"Very Positive,(85),- 80% of the 85 user reviews for this game are positive.",Through Abandoned: The Underground City,https://store.steampowered.com/app/389270/Through_Abandoned_The_Underground_City/,"Adventure,Indie,Point & Click,Puzzle,Short"
4811,"Mixed,(28),- 50% of the 28 user reviews for this game are positive.",Tic-Toc-Tower,https://store.steampowered.com/app/389310/TicTocTower/,"Indie,Action,Adventure,2D,Singleplayer,Puzzle-Platformer,Platformer,Fast-Paced,Co-op,Arcade,Local Multiplayer,Difficult,Mechs,Controller,Pixel Graphics,Score Attack"
4812,"Mostly Positive,(29),- 79% of the 29 user reviews for this game are positive.",The chronicles of Emerland. Solitaire.,https://store.steampowered.com/app/389400/The_chronicles_of_Emerland_Solitaire/,"Casual,Card Game,Hidden Object"
4813,"Positive,(28),- 82% of the 28 user reviews for this game are positive.",Panzer Corps: Soviet Corps,https://store.steampowered.com/app/389421/Panzer_Corps_Soviet_Corps/,Strategy
4814,"Mixed,(7,958),- 46% of the 7,958 user reviews for this game are positive.",Knight Online,https://store.steampowered.com/app/389430/Knight_Online/,"Free to Play,MMORPG,Massively Multiplayer,Action,Adventure,PvP,Open World,RPG,Multiplayer,Action-Adventure,War,Strategy,Survival,Action RPG,Casual,Character Customization,Fantasy,Anime,Horror,MOBA"
4815,"Positive,(27),- 88% of the 27 user reviews for this game are positive.",Call of Cthulhu: Shadow of the Comet,https://store.steampowered.com/app/389470/Call_of_Cthulhu_Shadow_of_the_Comet/,"Adventure,Lovecraftian,Point & Click,1990's,Classic"
4816,"Very Positive,(1,277),- 91% of the 1,277 user reviews for this game are positive.",Wild Animal Racing,https://store.steampowered.com/app/389510/Wild_Animal_Racing/,"Sexual Content,Memes,Cold War,Mature,Dark,Psychedelic,Racing,FPS,Difficult,Family Friendly,Indie,Action,Atmospheric,Funny,Sports,Multiplayer,Casual,Fantasy,Comedy,Singleplayer"
4817,"Very Positive,(11,652),- 81% of the 11,652 user reviews for this game are positive.",Mitos.is: The Game,https://store.steampowered.com/app/389570/Mitosis_The_Game/,"Free to Play,Multiplayer,Massively Multiplayer,Strategy,2D,Survival,Funny,Casual,Simulation,Action,PvP,Online Co-Op,Indie,Co-op,Family Friendly,Singleplayer,Difficult,Adventure,Comedy,Illuminati"
4818,"Mostly Positive,(324),- 75% of the 324 user reviews for this game are positive.",Pacer,https://store.steampowered.com/app/389670/Pacer/,"Racing,Sports,Simulation,Indie,Futuristic,Action,Sci-fi"
4819,"Very Positive,(12,948),- 81% of the 12,948 user reviews for this game are positive.",TEKKEN 7,https://store.steampowered.com/app/389730/TEKKEN_7/,"Fighting,Multiplayer,Action,Competitive,Arcade,Local Multiplayer,Great Soundtrack,Singleplayer,e-sports,Controller,Difficult,Anime,Character Customization,Story Rich,Beat 'em up,Sports,Nudity,Atmospheric,Sexual Content,Third Person"
4820,"Very Positive,(1,073),- 91% of the 1,073 user reviews for this game are positive.",Sid Meier's Civilization¬Æ IV,https://store.steampowered.com/app/3900/Sid_Meiers_Civilization_IV/,"Strategy,Turn-Based Strategy,Turn-Based,4X,Historical,Multiplayer,Singleplayer,Moddable,Grand Strategy,Classic,Addictive,Masterpiece,Replay Value,Simulation,Resource Management,Great Soundtrack,Economy,War,Tactical,Management"
4821,"Very Positive,(11,085),- 89% of the 11,085 user reviews for this game are positive.",Moonbase Alpha,https://store.steampowered.com/app/39000/Moonbase_Alpha/,"Space,Simulation,Free to Play,Multiplayer,Online Co-Op,Funny,Strategy,Adventure,Open World,Memes,Walking Simulator,Co-op,Sandbox,Realistic,Comedy,Third Person,Massively Multiplayer,Singleplayer,First-Person,Puzzle"
4822,"Mostly Positive,(291),- 79% of the 291 user reviews for this game are positive.",DESYNC,https://store.steampowered.com/app/390030/DESYNC/,"Action,Great Soundtrack,Indie,FPS,Shooter,Difficult,Cyberpunk,Colorful,Retro"
4823,"Mostly Positive,(50),- 78% of the 50 user reviews for this game are positive.",Small Radios Big Televisions,https://store.steampowered.com/app/390040/Small_Radios_Big_Televisions/,"Indie,Adventure,Puzzle,Point & Click"
4824,"Mixed,(80),- 60% of the 80 user reviews for this game are positive.",Shot Online,https://store.steampowered.com/app/390090/Shot_Online/,"Sports,Golf,Free to Play,MMORPG,Simulation,Massively Multiplayer"
4825,"Mixed,(195),- 63% of the 195 user reviews for this game are positive.",9Dragons,https://store.steampowered.com/app/390100/9Dragons/,"Free to Play,Massively Multiplayer,RPG,Martial Arts,PvP,Action,Fantasy,Anime"
4826,"Mixed,(92),- 67% of the 92 user reviews for this game are positive.",Queen's Quest: Tower of Darkness,https://store.steampowered.com/app/390200/Queens_Quest_Tower_of_Darkness/,"Adventure,Hidden Object,Casual,Point & Click,Female Protagonist,Fantasy,Singleplayer,Puzzle,Indie,Mystery,Story Rich,2D,Atmospheric,Horror,Great Soundtrack,Family Friendly"
4827,"Mostly Positive,(67),- 76% of the 67 user reviews for this game are positive.",Toilet Tycoon,https://store.steampowered.com/app/390220/Toilet_Tycoon/,"Simulation,Indie,Psychological Horror"
4828,"Mixed,(158),- 65% of the 158 user reviews for this game are positive.",Little King's Story,https://store.steampowered.com/app/390310/Little_Kings_Story/,"Strategy,RPG,Simulation,Cute,Great Soundtrack,RTS"
4829,"Mostly Positive,(54),- 75% of the 54 user reviews for this game are positive.",Mekazoo,https://store.steampowered.com/app/390330/Mekazoo/,"Action,Adventure,Indie,Casual,Great Soundtrack,Platformer,Co-op,2D,Runner,Singleplayer,Music,Character Customization,Classic,Cute,Comedy,Arcade,Colorful,Atmospheric,Retro,Difficult"
4830,Ubisoft - San Francisco,"Rocksmith¬Æ 2014 ??All Time Low - ?úDear Maria, Count Me In??,NaN,,1 user reviews",https://store.steampowered.com/app/390371/Rocksmith_2014__All_Time_Low__Dear_Maria_Count_Me_In/,"English,German,French,Italian,Spanish - Spain,Japanese"
4831,Ubisoft - San Francisco,"Rocksmith¬Æ 2014 ??M√∂tley Cr√ºe - ?úGirls, Girls, Girls??,NaN,,1 user reviews",https://store.steampowered.com/app/390408/Rocksmith_2014__Mtley_Cre__Girls_Girls_Girls/,"English,German,French,Italian,Spanish - Spain,Japanese"
4832,Ubisoft - San Francisco,"Rocksmith¬Æ 2014 ??The Offspring - ?úYou?ôre Gonna Go Far, Kid??,NaN,,1 user reviews",https://store.steampowered.com/app/390441/Rocksmith_2014__The_Offspring__Youre_Gonna_Go_Far_Kid/,"English,German,French,Italian,Spanish - Spain,Japanese"
4833,"Very Positive,(1,026),- 89% of the 1,026 user reviews for this game are positive.",PewDiePie: Legend of the Brofist,https://store.steampowered.com/app/390520/PewDiePie_Legend_of_the_Brofist/,"Memes,Pixel Graphics,Co-op,Platformer,2D,Casual,Adventure,Indie,Action,Funny,Comedy,Singleplayer,Blood,Local Co-Op,Beat 'em up,Shooter,Masterpiece,Strategy,War,Bowling"
4834,"Mixed,(113),- 61% of the 113 user reviews for this game are positive.",High Fidelity,https://store.steampowered.com/app/390540/High_Fidelity/,"Early Access,VR,Early Access,Free to Play,Massively Multiplayer,Indie,Software,Building,Memes"
4835,"Very Positive,(203),- 85% of the 203 user reviews for this game are positive.",Fantasy Strike,https://store.steampowered.com/app/390560/Fantasy_Strike/,"Early Access,Indie,Fighting,Action,Early Access,Local Multiplayer,2D Fighter,Multiplayer"
4836,"Mixed,(49),- 51% of the 49 user reviews for this game are positive.",Three Digits,https://store.steampowered.com/app/390570/Three_Digits/,"Indie,Casual,Puzzle,Minimalist"
4837,"Mixed,(4,130),- 69% of the 4,130 user reviews for this game are positive.",Steel Ocean,https://store.steampowered.com/app/390670/Steel_Ocean/,"Free to Play,Naval,World War II,Massively Multiplayer,Military,Simulation,War,Multiplayer,Action,Strategy,MOBA,Shooter,Tactical,Co-op,Adventure,Survival,First-Person,Singleplayer,Sandbox,Open World"
4838,"Very Positive,(151),- 91% of the 151 user reviews for this game are positive.",Acceleration of SUGURI 2,https://store.steampowered.com/app/390710/Acceleration_of_SUGURI_2/,"Indie,Bullet Hell,Action,Anime,Cute,Multiplayer,Shooter,Shoot 'Em Up,Fighting,Female Protagonist,2D Fighter,Great Soundtrack"
4839,"Very Positive,(202),- 94% of the 202 user reviews for this game are positive.",Anarcute,https://store.steampowered.com/app/390720/Anarcute/,"Cute,Action,Indie,Great Soundtrack,Singleplayer,Destruction,Funny,Colorful,Anime,Simulation"
4840,"Mostly Positive,(28),- 78% of the 28 user reviews for this game are positive.",Circuit Breakers,https://store.steampowered.com/app/390870/Circuit_Breakers/,"Local Co-Op,Arcade,Shoot 'Em Up,Shooter,Pixel Graphics,Retro,Indie,Action,4 Player Local,Twin Stick Shooter,2D,Online Co-Op,Top-Down Shooter"
4841,"Very Positive,(88),- 93% of the 88 user reviews for this game are positive.",Angry Arrows,https://store.steampowered.com/app/390890/Angry_Arrows/,"Indie,Action,Adventure,Local Co-Op,4 Player Local,Pixel Graphics"
4842,"Very Positive,(89),- 83% of the 89 user reviews for this game are positive.",Collisions,https://store.steampowered.com/app/390910/Collisions/,"Casual,Indie,Action,Puzzle,Atmospheric,Relaxing,Physics,Pinball,2D,Mouse only,Surreal,Great Soundtrack"
4843,"Mixed,(22),- 59% of the 22 user reviews for this game are positive.",The Musketeers: Victoria's Quest,https://store.steampowered.com/app/390940/The_Musketeers_Victorias_Quest/,"Casual,Strategy,Adventure,Simulation,Indie,Time Management,Female Protagonist"
4844,"Mixed,(191),- 57% of the 191 user reviews for this game are positive.",Russian Horror Story,https://store.steampowered.com/app/390970/Russian_Horror_Story/,"Visual Novel,Casual,Adventure,Horror,Story Rich,Comedy,Atmospheric,Memes"
4845,"Very Positive,(1,763),- 88% of the 1,763 user reviews for this game are positive.",Sid Meier's Civilization¬Æ III Complete,https://store.steampowered.com/app/3910/Sid_Meiers_Civilization_III_Complete/,"Strategy,Turn-Based Strategy,Turn-Based,Classic,4X,Historical,Singleplayer,Replay Value,Multiplayer,Simulation,Military,Grand Strategy,Exploration,Masterpiece,Addictive,City Builder,Old School"
4846,"Positive,(49),- 91% of the 49 user reviews for this game are positive.",Farm Frenzy Collection,https://store.steampowered.com/app/391000/Farm_Frenzy_Collection/,"Casual,Strategy,Indie,Simulation,Adventure,Female Protagonist,Atmospheric,Time Management"
4847,"Very Positive,(2,458),- 82% of the 2,458 user reviews for this game are positive.",F1 2016,https://store.steampowered.com/app/391040/F1_2016/,"Racing,Simulation,Sports,Multiplayer,Singleplayer,Driving,Realistic,Strategy,Controller,Co-op,Action,Casual"
4848,"Mostly Positive,(32),- 71% of the 32 user reviews for this game are positive.",Ladra,https://store.steampowered.com/app/391180/Ladra/,"Action,Adventure,Indie,RPGMaker,Stealth,Pixel Graphics,Female Protagonist"
4849,"Mostly Positive,(9,233),- 74% of the 9,233 user reviews for this game are positive.",RIFT,https://store.steampowered.com/app/39120/RIFT/,"Free to Play,MMORPG,Massively Multiplayer,RPG,Fantasy,Multiplayer,Open World,Adventure,Action,Co-op,Character Customization,PvP,Online Co-Op,Magic,Survival,Crafting,Singleplayer,Strategy,First-Person,FPS"
4850,"Positive,(30),- 83% of the 30 user reviews for this game are positive.",Arclight Cascade,https://store.steampowered.com/app/391210/Arclight_Cascade/,"Action,Indie,4 Player Local,Local Multiplayer,Singleplayer,Great Soundtrack,Multiplayer"
4851,"Very Positive,(37,769),- 92% of the 37,769 user reviews for this game are positive.","Rise of the Tomb Raider??""Rise of the Tomb Raider: 20 Year Celebration includes the base game and Season Pass featuring all-new content. Explore Croft Manor in the new ?úBlood Ties??story",https://store.steampowered.com/app/391220/Rise_of_the_Tomb_Raider/,"Adventure,Action,Lara Croft,Female Protagonist,Third Person,Singleplayer,Exploration,Action-Adventure,Open World,Survival,Story Rich,Puzzle,Atmospheric,Stealth,Third-Person Shooter,Parkour,Shooter,RPG,Great Soundtrack,Quick-Time Events"
4852,"Mostly Positive,(922),- 71% of the 922 user reviews for this game are positive.",Labyronia RPG,https://store.steampowered.com/app/391260/Labyronia_RPG/,"RPG,RPGMaker,Adventure,Anime,Action,Indie,2D,Strategy,Fantasy,Pixel Graphics,Singleplayer,Retro,JRPG,Classic,Story Rich,Open World,Shoot 'Em Up,Shooter,Space,Sandbox"
4853,"Mixed,(156),- 64% of the 156 user reviews for this game are positive.",Epic Manager - Create Your Own Adventuring Agency!,https://store.steampowered.com/app/391280/Epic_Manager__Create_Your_Own_Adventuring_Agency/,"Strategy,RPG,Indie,Management,Adventure,Simulation,Turn-Based,Economy,Great Soundtrack,Fantasy"
4854,"Mixed,(51),- 50% of the 51 user reviews for this game are positive.",Double Cubes,https://store.steampowered.com/app/391300/Double_Cubes/,"Indie,Adventure,Action,Simulation,Psychedelic,Arcade,Sandbox"
4855,"Mostly Positive,(121),- 76% of the 121 user reviews for this game are positive.",Alien Attack,https://store.steampowered.com/app/391310/Alien_Attack/,"Action,Indie,Casual,Adventure,Simulation,Pixel Graphics,Difficult,Arcade,Shoot 'Em Up,2D"
4856,"Positive,(21),- 85% of the 21 user reviews for this game are positive.",Mayhem Triple,https://store.steampowered.com/app/391390/Mayhem_Triple/,"Action,Indie,Adventure,Gore,Violent"
4857,"Very Positive,(10,938),- 92% of the 10,938 user reviews for this game are positive.",FINAL FANTASY VII,https://store.steampowered.com/app/39140/FINAL_FANTASY_VII/,"JRPG,RPG,Classic,Turn-Based,Story Rich,Singleplayer,Great Soundtrack,Fantasy,Masterpiece,Retro,Adventure,Open World,Sci-fi,Party-Based RPG,Epic,Cyberpunk,Atmospheric,Exploration,Dystopian,Strategy"
4858,"Mostly Positive,(581),- 72% of the 581 user reviews for this game are positive.",Gun Rocket,https://store.steampowered.com/app/391420/Gun_Rocket/,"Indie,Casual,Adventure,Shoot 'Em Up,Difficult,Puzzle,2D,Arcade,Shooter,Pixel Graphics,Space,Action,Retro,Singleplayer,Sci-fi,Classic,Exploration"
4859,"Very Positive,(196),- 89% of the 196 user reviews for this game are positive.",Braveland Pirate,https://store.steampowered.com/app/391490/Braveland_Pirate/,"Strategy,RPG,Casual,Pirates,Indie,Turn-Based Strategy,Adventure,Singleplayer,Hand-drawn,Exploration,Atmospheric,Touch-Friendly,Hex Grid,Turn-Based,Tactical RPG,Open World,Fantasy,Classic,Story Rich,Tactical"
4860,"Very Positive,(4,976),- 88% of the 4,976 user reviews for this game are positive.",FINAL FANTASY VIII,https://store.steampowered.com/app/39150/FINAL_FANTASY_VIII/,"JRPG,RPG,Classic,Singleplayer,Great Soundtrack,Turn-Based,Fantasy,Story Rich,Masterpiece,Card Game,Sci-fi,Adventure,Open World,Retro,Romance,Atmospheric,1990's,Action,Epic,Controller"
4861,"Overwhelmingly Positive,(87,700),- 95% of the 87,700 user reviews for this game are positive.",Undertale,https://store.steampowered.com/app/391540/Undertale/,"Great Soundtrack,Story Rich,Choices Matter,Funny,Multiple Endings,Pixel Graphics,RPG,Singleplayer,Indie,Comedy,2D,Replay Value,Cute,Bullet Hell,Memes,Retro,Dark,Psychological Horror,Dating Sim,Horror"
4862,"Overwhelmingly Positive,(1,373),- 96% of the 1,373 user reviews for this game are positive.",UNDERTALE Soundtrack,https://store.steampowered.com/app/391570/UNDERTALE_Soundtrack/,"Great Soundtrack,Music,RPG,Indie,Soundtrack,Story Rich,Funny,Pixel Graphics,Singleplayer,Memes,Difficult,Atmospheric"
4863,"Mixed,(1,144),- 57% of the 1,144 user reviews for this game are positive.",Dungeon Siege III,https://store.steampowered.com/app/39160/Dungeon_Siege_III/,"RPG,Action,Fantasy,Action RPG,Co-op,Dungeon Crawler,Singleplayer,Local Co-Op,Female Protagonist,Adventure"
4864,"Mixed,(76),- 64% of the 76 user reviews for this game are positive.",King Lucas,https://store.steampowered.com/app/391600/King_Lucas/,"Indie,Action,Adventure,Platformer,2D,Retro,Metroidvania,Dungeon Crawler,Singleplayer,Action-Adventure,Multiplayer,Colorful,Great Soundtrack"
4865,"Mostly Positive,(24),- 70% of the 24 user reviews for this game are positive.",Stage Presence,https://store.steampowered.com/app/391640/Stage_Presence/,"Simulation,Casual,Indie,VR,Great Soundtrack,Funny,Music,Multiplayer,Comedy,Dark Humor,Demons,Time Attack,Score Attack,Memes,NSFW,Psychological Horror"
4866,"Mostly Positive,(35),- 74% of the 35 user reviews for this game are positive.",Incitement 3,https://store.steampowered.com/app/391660/Incitement_3/,"Indie,Adventure,RPG,RPGMaker,Sci-fi"
4867,"Overwhelmingly Positive,(1,646),- 95% of the 1,646 user reviews for this game are positive.",Rocket League¬Æ - Supersonic Fury DLC Pack,https://store.steampowered.com/app/391680/Rocket_League__Supersonic_Fury_DLC_Pack/,"Sports,Racing,Action,Multiplayer,Indie,Soccer,Co-op,Football"
4868,"Very Positive,(7,491),- 91% of the 7,491 user reviews for this game are positive.",Layers of Fear,https://store.steampowered.com/app/391720/Layers_of_Fear/,"Horror,Psychological Horror,Atmospheric,Walking Simulator,First-Person,Singleplayer,Story Rich,Indie,Adventure,Psychedelic,Dark,Great Soundtrack,Puzzle,Mystery,Exploration,Lovecraftian,Surreal,Survival Horror,Point & Click,Short"
4869,"Very Positive,(1,619),- 87% of the 1,619 user reviews for this game are positive.",Crashlands,https://store.steampowered.com/app/391730/Crashlands/,"Crafting,Open World,Adventure,RPG,Indie,Action,Survival,Sandbox,Funny,Singleplayer,Comedy,2D,Multiplayer,Action RPG,Female Protagonist,Story Rich,Co-op,Touch-Friendly,Top-Down,GameMaker"
4870,"Mostly Positive,(1,440),- 73% of the 1,440 user reviews for this game are positive.",Dungeon Siege,https://store.steampowered.com/app/39190/Dungeon_Siege/,"RPG,Fantasy,Action RPG,Classic,Party-Based RPG,Hack and Slash,Adventure,Singleplayer,Dungeon Crawler,Isometric,Loot,Masterpiece,Co-op,Action,Multiplayer,Real-Time with Pause,Open World,Great Soundtrack"
4871,"Very Positive,(2,262),- 93% of the 2,262 user reviews for this game are positive.",Sid Meier's Pirates!,https://store.steampowered.com/app/3920/Sid_Meiers_Pirates/,"Pirates,Open World,RPG,Adventure,Singleplayer,Naval,Sandbox,Sailing,Historical,Strategy,Classic,Economy,Remake,Action,Exploration,Trading,Masterpiece,Choose Your Own Adventure,Fighting,Atmospheric"
4872,"Mixed,(1,046),- 68% of the 1,046 user reviews for this game are positive.",Dungeon Siege II,https://store.steampowered.com/app/39200/Dungeon_Siege_II/,"RPG,Fantasy,Action RPG,Hack and Slash,Singleplayer,Adventure,Classic,Action,Party-Based RPG,Co-op,Isometric,Dungeon Crawler,Real-Time with Pause,Multiplayer,Masterpiece"
4873,"Very Positive,(255),- 80% of the 255 user reviews for this game are positive.",TRON RUN/r,https://store.steampowered.com/app/392000/TRON_RUNr/,"Action,Racing,Runner,Cyberpunk,Parkour,Sci-fi,Singleplayer,Great Soundtrack,Arcade"
4874,"Very Positive,(67),- 95% of the 67 user reviews for this game are positive.",Murasaki,https://store.steampowered.com/app/392030/Murasaki/,"Action,Indie,Bullet Hell,Shoot 'Em Up,Anime,Great Soundtrack,Puzzle,Singleplayer,2D,Arcade,Casual,Fantasy,Difficult,Female Protagonist,Controller,Retro,Atmospheric,Colorful,Experimental,Cute"
4875,"Very Positive,(102),- 91% of the 102 user reviews for this game are positive.",Pumped BMX +,https://store.steampowered.com/app/392070/Pumped_BMX/,"Indie,Sports,Bikes,BMX"
4876,"Mostly Positive,(203),- 75% of the 203 user reviews for this game are positive.",Wayward Terran Frontier: Zero Falls,https://store.steampowered.com/app/392080/Wayward_Terran_Frontier_Zero_Falls/,"Early Access,Early Access,Indie,Simulation,RPG,Space Sim,Space,Building"
4877,"Very Positive,(10,916),- 81% of the 10,916 user reviews for this game are positive.",FINAL FANTASY XIV Online,https://store.steampowered.com/app/39210/FINAL_FANTASY_XIV_Online/,"MMORPG,Massively Multiplayer,RPG,Fantasy,Great Soundtrack,JRPG,Open World,Story Rich,Character Customization,Anime,Multiplayer,Adventure,Magic,Action,Atmospheric,Co-op,Action RPG,Singleplayer,Female Protagonist,Dating Sim"
4878,"Very Positive,(7,583),- 81% of the 7,583 user reviews for this game are positive.",Endless Space¬Æ 2,https://store.steampowered.com/app/392110/Endless_Space_2/,"Strategy,Space,Sci-fi,4X,Multiplayer,Turn-Based Strategy,Turn-Based,Grand Strategy,Great Soundtrack,Singleplayer,Action,Open World,War,Atmospheric,Moddable,Co-op,Sandbox,RTS,RPG,Indie"
4879,"Mixed,(4,667),- 65% of the 4,667 user reviews for this game are positive.",X4: Foundations,https://store.steampowered.com/app/392160/X4_Foundations/,"Space,Sandbox,Simulation,Sci-fi,Open World,Economy,Space Sim,Action,Exploration,Singleplayer,4X,Flight,Atmospheric,Trading,Survival,Building,Futuristic"
4880,"Mixed,(21),- 66% of the 21 user reviews for this software are positive.",Littlstar VR Cinema,https://store.steampowered.com/app/392230/Littlstar_VR_Cinema/,"Utilities,VR"
4881,"Positive,(28),- 89% of the 28 user reviews for this game are positive.",Take Command - 2nd Manassas,https://store.steampowered.com/app/392330/Take_Command__2nd_Manassas/,"Strategy,Simulation,Indie,War"
4882,"Mixed,(121),- 67% of the 121 user reviews for this game are positive.",Toy Odyssey: The Lost and Found,https://store.steampowered.com/app/392410/Toy_Odyssey_The_Lost_and_Found/,"Adventure,Action,Indie,Platformer,Metroidvania,Rogue-like"
4883,"Very Positive,(544),- 87% of the 544 user reviews for this game are positive.",Silver Creek Falls: Chapter 1,https://store.steampowered.com/app/392450/Silver_Creek_Falls_Chapter_1/,"Free to Play,Horror,RPGMaker,Indie,Adventure,Mystery,Detective,Story Rich,Great Soundtrack,Female Protagonist,Hidden Object,Pixel Graphics,2D,Singleplayer,RPG"
4884,"Very Positive,(419),- 83% of the 419 user reviews for this game are positive.",NOBUNAGA'S AMBITION: Sphere of Influence,https://store.steampowered.com/app/392470/NOBUNAGAS_AMBITION_Sphere_of_Influence/,"Strategy,Historical,Grand Strategy,Singleplayer,Simulation"
4885,"Mostly Positive,(541),- 74% of the 541 user reviews for this game are positive.",WARSHIFT,https://store.steampowered.com/app/392580/WARSHIFT/,"Strategy,Action,Indie,RTS,RPG,Sci-fi,Early Access,Third-Person Shooter,Mechs,Multiplayer"
4886,"Mixed,(39),- 56% of the 39 user reviews for this game are positive.",Wild Island Quest,https://store.steampowered.com/app/392820/Wild_Island_Quest/,"Indie,Adventure,Visual Novel,Choices Matter,Interactive Fiction,Multiple Endings,Choose Your Own Adventure"
4887,"Mixed,(37),- 67% of the 37 user reviews for this game are positive.",Arvale,https://store.steampowered.com/app/392920/Arvale/,"RPG,Indie,Casual,Adventure,RPGMaker,Story Rich,Exploration"
4888,"Mixed,(40),- 50% of the 40 user reviews for this game are positive.",A Sirius Game,https://store.steampowered.com/app/392930/A_Sirius_Game/,"Action,Strategy,Adventure,Indie,Simulation,Casual,RPG"
4889,"Mixed,(23),- 65% of the 23 user reviews for this game are positive.",Epic Quest of the 4 Crystals,https://store.steampowered.com/app/392940/Epic_Quest_of_the_4_Crystals/,"RPG,Indie,Adventure,RPGMaker,Casual,Strategy,Story Rich,Anime,JRPG"
4890,"Very Positive,(4,268),- 89% of the 4,268 user reviews for this game are positive.",Lost Lands: A Hidden Object Adventure,https://store.steampowered.com/app/392950/Lost_Lands_A_Hidden_Object_Adventure/,"Free to Play,Hidden Object,Adventure,Casual,Puzzle,Singleplayer,Fantasy"
4891,"Very Positive,(183),- 91% of the 183 user reviews for this game are positive.",New York Mysteries: High Voltage,https://store.steampowered.com/app/392970/New_York_Mysteries_High_Voltage/,"Adventure,Casual,Hidden Object,Female Protagonist"
4892,"Overwhelmingly Positive,(2,811),- 96% of the 2,811 user reviews for this game are positive.",Don't Starve: Shipwrecked,https://store.steampowered.com/app/393010/Dont_Starve_Shipwrecked/,"Survival,Adventure,Open World,Multiplayer,Indie,Singleplayer,Simulation,Exploration,Crafting,Difficult,Sandbox,Strategy,Pirates,Action,Funny,Co-op"
4893,"Mixed,(1,118),- 51% of the 1,118 user reviews for this game are positive.",Call of Duty¬Æ: Modern Warfare¬Æ Remastered,https://store.steampowered.com/app/393080/Call_of_Duty_Modern_Warfare_Remastered/,"FPS,Action,Shooter,Multiplayer,Violent,War,Singleplayer,First-Person,Military,Remake,Controller,Casual,Classic"
4894,"Mixed,(37),- 67% of the 37 user reviews for this game are positive.",The Dreamatorium of Dr. Magnus 2,https://store.steampowered.com/app/393150/The_Dreamatorium_of_Dr_Magnus_2/,"Casual,Adventure,Hidden Object,Puzzle"
4895,"Very Positive,(361),- 85% of the 361 user reviews for this game are positive.",Bad Rats Show,https://store.steampowered.com/app/393200/Bad_Rats_Show/,"Memes,Great Soundtrack,Gore,Replay Value,Indie,Casual,Simulation,Action,Mature,Comedy,Puzzle,Difficult,Violent,Dark,Cold War,Cult Classic,Singleplayer,Education,Masterpiece,Adventure"
