id,all_reviews,name,URL,popular_tags
1676,"Mixed,(365),- 69% of the 365 user reviews for this game are positive.",Majesty 2,https://store.steampowered.com/app/25980/Majesty_2/,"Strategy,Simulation,Fantasy,Singleplayer,Difficult,RTS,Base Building,Masterpiece"
1677,"Positive,(32),- 100% of the 32 user reviews for this game are positive.",Home Sheep Home 2,https://store.steampowered.com/app/259810/Home_Sheep_Home_2/,"Indie,Casual,Puzzle,Adventure,Action,Platformer,Cute"
1678,"Mixed,(26),- 69% of the 26 user reviews for this game are positive.",Wooden Sen'SeY,https://store.steampowered.com/app/259830/Wooden_SenSeY/,"Action,Indie,Platformer"
1679,"Very Positive,(282),- 80% of the 282 user reviews for this game are positive.",OMG Zombies!,https://store.steampowered.com/app/259870/OMG_Zombies/,"Zombies,Action,Strategy,Indie,Puzzle,Gore,Singleplayer,Addictive,Casual,2D,Top-Down"
1680,"Very Positive,(303),- 94% of the 303 user reviews for this game are positive.",Majesty Gold HD,https://store.steampowered.com/app/25990/Majesty_Gold_HD/,"Strategy,Simulation,Fantasy,Base Building,RTS,Singleplayer,Isometric,Economy,Classic,Multiplayer,Medieval,Management"
1681,"Mixed,(63),- 68% of the 63 user reviews for this game are positive.",THIEF: The Bank Heist,https://store.steampowered.com/app/259900/THIEF_The_Bank_Heist/,"Action,Adventure,RPG,Stealth"
1682,"Mostly Positive,(21),- 76% of the 21 user reviews for this game are positive.",YOU DON'T KNOW JACK Vol. 2,https://store.steampowered.com/app/259940/YOU_DONT_KNOW_JACK_Vol_2/,"Casual,Indie,Comedy"
1683,"Positive,(21),- 85% of the 21 user reviews for this game are positive.",YOU DON'T KNOW JACK Vol. 3,https://store.steampowered.com/app/259960/YOU_DONT_KNOW_JACK_Vol_3/,"Casual,Indie,Comedy"
1684,"Positive,(46),- 86% of the 46 user reviews for this game are positive.",YOU DON'T KNOW JACK Vol. 4 The Ride,https://store.steampowered.com/app/259980/YOU_DONT_KNOW_JACK_Vol_4_The_Ride/,"Casual,Indie,Comedy,Funny"
1685,"Very Positive,(5,844),- 93% of the 5,844 user reviews for this game are positive.",Vampire: The Masquerade - Bloodlines,https://store.steampowered.com/app/2600/Vampire_The_Masquerade__Bloodlines/,"RPG,Vampire,Cult Classic,Masterpiece,Singleplayer,Supernatural,Action,Horror,Dark,Atmospheric,Classic,Story Rich,Action RPG,Great Soundtrack,First-Person,Gothic,Female Protagonist,Third Person,Adventure,Stealth"
1686,"Mostly Positive,(158),- 79% of the 158 user reviews for this game are positive.",The Maw,https://store.steampowered.com/app/26000/The_Maw/,"Indie,Platformer,Cute,Action,3D Platformer,Puzzle,Casual,Comedy"
1687,"Mixed,(29),- 68% of the 29 user reviews for this game are positive.",YOU DON'T KNOW JACK MOVIES,https://store.steampowered.com/app/260000/YOU_DONT_KNOW_JACK_MOVIES/,"Casual,Indie,Comedy"
1688,"Mostly Positive,(289),- 74% of the 289 user reviews for this game are positive.",Agarest: Generations of War Zero,https://store.steampowered.com/app/260130/Agarest_Generations_of_War_Zero/,"Anime,JRPG,RPG,Strategy,Adventure,Turn-Based,Turn-Based Strategy,Strategy RPG,Dating Sim,Singleplayer,Tactical,Fantasy,Visual Novel,Nudity,Tactical RPG,Masterpiece"
1689,"Mostly Positive,(434),- 79% of the 434 user reviews for this game are positive.",The Last Tinker?? City of Colors,https://store.steampowered.com/app/260160/The_Last_Tinker_City_of_Colors/,"Adventure,Indie,Action,Singleplayer,Family Friendly,Colorful,Controller,3D Platformer,Platformer"
1690,"Very Positive,(743),- 91% of the 743 user reviews for this game are positive.",Marc Eck≈ç's Getting Up: Contents Under Pressure,https://store.steampowered.com/app/260190/Marc_Ecks_Getting_Up_Contents_Under_Pressure/,"Action,Adventure,Parkour,Masterpiece,Great Soundtrack,Third Person,Classic,Atmospheric,Stealth,Singleplayer"
1691,"Mixed,(1,490),- 56% of the 1,490 user reviews for this game are positive.",Assassin?ôs Creed¬Æ Liberation HD,https://store.steampowered.com/app/260210/Assassins_Creed_Liberation_HD/,"Action,Female Protagonist,Open World,Stealth,Adventure,Third Person,Assassin,Parkour,Singleplayer,Historical,Exploration,Conspiracy,Action-Adventure,Multiplayer,Atmospheric,Sci-fi"
1692,"Mixed,(83),- 50% of the 83 user reviews for this game are positive.",Shadows: Price For Our Sins Bonus Edition,https://store.steampowered.com/app/260270/Shadows_Price_For_Our_Sins_Bonus_Edition/,"Casual,Adventure,Hidden Object,Puzzle,Point & Click,Female Protagonist,Singleplayer"
1693,"Mostly Positive,(63),- 73% of the 63 user reviews for this game are positive.",Company of Heroes 2 - Southern Fronts Mission Pack,https://store.steampowered.com/app/260290/Company_of_Heroes_2__Southern_Fronts_Mission_Pack/,"Strategy,World War II"
1694,"Mostly Positive,(112),- 75% of the 112 user reviews for this game are positive.","Flockers??""New from the creators of Worms",https://store.steampowered.com/app/260330/Flockers/,"Lemmings,Indie,Strategy,Action,Puzzle,Platformer,Blood,Adventure"
1695,"Mixed,(31),- 58% of the 31 user reviews for this game are positive.",Ninja Cats vs Samurai Dogs,https://store.steampowered.com/app/260380/Ninja_Cats_vs_Samurai_Dogs/,"Strategy,Indie,Tower Defense,Cats,Casual,Dog"
1696,"Mostly Positive,(1,534),- 74% of the 1,534 user reviews for this game are positive.",Get Off My Lawn!,https://store.steampowered.com/app/260410/Get_Off_My_Lawn/,"Free to Play,Casual,Indie,Shooter,Tower Defense,Aliens,Singleplayer,Multiplayer,Arcade,Action,Funny,Horror"
1697,"Mixed,(3,011),- 68% of the 3,011 user reviews for this game are positive.",The Four Kings Casino and Slots,https://store.steampowered.com/app/260430/The_Four_Kings_Casino_and_Slots/,"Massively Multiplayer,Casual,Free to Play,Gambling,Simulation,Card Game,Multiplayer,Character Customization,Indie,Relaxing,Early Access,Third Person,Replay Value,War"
1698,"Positive,(49),- 89% of the 49 user reviews for this game are positive.",So Many Me,https://store.steampowered.com/app/260530/So_Many_Me/,"Indie,Action,Strategy,Platformer,Lemmings,Puzzle,Cute,Singleplayer"
1699,"Mostly Positive,(33),- 75% of the 33 user reviews for this game are positive.",Haunted,https://store.steampowered.com/app/260550/Haunted/,"Adventure,Casual,Point & Click,Female Protagonist,Singleplayer"
1700,"Very Positive,(336),- 89% of the 336 user reviews for this game are positive.",Gray Matter,https://store.steampowered.com/app/260570/Gray_Matter/,"Adventure,Point & Click,Female Protagonist,Mystery,Singleplayer,Story Rich,Casual,Great Soundtrack,Puzzle,Magic,Atmospheric"
1701,"Mixed,(143),- 59% of the 143 user reviews for this game are positive.",Cold War,https://store.steampowered.com/app/260650/Cold_War/,"Action,Stealth,Cold War,Third Person,Singleplayer"
1702,"Mostly Positive,(112),- 74% of the 112 user reviews for this game are positive.",Dark Fall: The Journal,https://store.steampowered.com/app/260690/Dark_Fall_The_Journal/,"Adventure,Point & Click,Horror,Mystery,Atmospheric,Puzzle,First-Person,Supernatural"
1703,"Mixed,(36),- 66% of the 36 user reviews for this game are positive.",Dark Fall 2: Lights Out,https://store.steampowered.com/app/260710/Dark_Fall_2_Lights_Out/,"Adventure,Point & Click,Horror,Puzzle,Mystery,First-Person"
1704,"Mostly Positive,(777),- 76% of the 777 user reviews for this game are positive.",Desperados: Wanted Dead or Alive,https://store.steampowered.com/app/260730/Desperados_Wanted_Dead_or_Alive/,"Strategy,Western,Tactical,Action,Isometric,Stealth,Singleplayer,Classic,Real Time Tactics,Atmospheric,Real-Time,Masterpiece,RTS"
1705,"Overwhelmingly Positive,(1,233),- 96% of the 1,233 user reviews for this game are positive.",Neighbours from Hell Compilation,https://store.steampowered.com/app/260750/Neighbours_from_Hell_Compilation/,"Comedy,Casual,Classic,Funny,Adventure,Point & Click,Puzzle,Singleplayer,Stealth,Strategy,Masterpiece,Psychological Horror,Old School,Atmospheric,Arcade"
1706,"Very Positive,(348),- 88% of the 348 user reviews for this game are positive.",1001 Spikes,https://store.steampowered.com/app/260790/1001_Spikes/,"Platformer,Indie,Action,Difficult,Adventure,2D,Pixel Graphics,Retro,Local Multiplayer,Great Soundtrack,Singleplayer,4 Player Local,Co-op,Side Scroller,Multiplayer,Local Co-Op"
1707,"Mixed,(190),- 57% of the 190 user reviews for this game are positive.",Emergency 2014,https://store.steampowered.com/app/260930/Emergency_2014/,"Simulation,Strategy,RTS,Singleplayer,Realistic,Multiplayer,Management"
1708,"Mixed,(23),- 65% of the 23 user reviews for this game are positive.",Assassin?ôs Creed¬Æ IV Black Flag??- Season Pass,https://store.steampowered.com/app/260950/Assassins_Creed_IV_Black_Flag__Season_Pass/,"Action,Adventure"
1709,"Mixed,(47),- 65% of the 47 user reviews for this software are positive.",Odesi Music Composition,https://store.steampowered.com/app/260990/Odesi_Music_Composition/,"Audio Production,Utilities,Music"
1710,"Mostly Positive,(2,742),- 76% of the 2,742 user reviews for this game are positive.",Killer is Dead - Nightmare Edition,https://store.steampowered.com/app/261110/Killer_is_Dead__Nightmare_Edition/,"Action,Hack and Slash,Singleplayer,Surreal,Character Action Game,Stylized,Gore,Spectacle fighter,Third Person,Adventure,Atmospheric,Great Soundtrack,Comedy,Swordplay,Masterpiece,Dating Sim,Story Rich,Cyberpunk,Beat 'em up,Controller"
1711,"Overwhelmingly Positive,(2,748),- 95% of the 2,748 user reviews for this game are positive.",Lethal League,https://store.steampowered.com/app/261180/Lethal_League/,"Fighting,Local Multiplayer,2D Fighter,Indie,Great Soundtrack,Multiplayer,Action,Sports,2D,4 Player Local,Arcade,Competitive,Fast-Paced,Funny,Pixel Graphics,Local Co-Op,Online Co-Op,Singleplayer,Soundtrack,e-sports"
1712,"Mixed,(22),- 54% of the 22 user reviews for this game are positive.",Steam Bandits: Outpost,https://store.steampowered.com/app/261350/Steam_Bandits_Outpost/,"Early Access,RPG,Adventure,Indie,Early Access,Casual,Kickstarter,Steampunk,Fantasy,Free to Play,Asynchronous Multiplayer"
1713,"Positive,(22),- 100% of the 22 user reviews for this game are positive.",Episode 1 - A Boy Learns What Fear Is,https://store.steampowered.com/app/261390/Episode_1__A_Boy_Learns_What_Fear_Is/,"Indie,Casual"
1714,"Mostly Positive,(898),- 72% of the 898 user reviews for this game are positive.",Distant Worlds: Universe,https://store.steampowered.com/app/261470/Distant_Worlds_Universe/,"Strategy,4X,Space,Sci-fi,Simulation,Grand Strategy,Singleplayer,Real-Time,RTS,Moddable,Real-Time with Pause,2D,Sandbox,Indie,Adventure,Replay Value,Epic,Masterpiece"
1715,"Very Positive,(455),- 91% of the 455 user reviews for this game are positive.",Tesla Effect: A Tex Murphy Adventure,https://store.steampowered.com/app/261510/Tesla_Effect_A_Tex_Murphy_Adventure/,"Adventure,FMV,Detective,Noir,Comedy,Cyberpunk,Indie,Mystery,Story Rich,Point & Click,Sci-fi,Kickstarter,Puzzle,Funny,First-Person,Atmospheric,Great Soundtrack,Multiple Endings,Retro,Dystopian"
1716,"Overwhelmingly Positive,(24,439),- 96% of the 24,439 user reviews for this game are positive.",Ori and the Blind Forest,https://store.steampowered.com/app/261570/Ori_and_the_Blind_Forest/,"Great Soundtrack,Atmospheric,Platformer,Adventure,Story Rich,Fantasy,Cute,2D,Metroidvania,Singleplayer,Difficult,Action,Indie,Puzzle,Exploration,Side Scroller,Family Friendly,Open World,RPG,2.5D"
1717,"Very Positive,(13,436),*,- 80% of the 13,436 user reviews for this game are positive.,This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.",Borderlands: The Pre-Sequel,https://store.steampowered.com/app/261640/Borderlands_The_PreSequel/,"Co-op,FPS,Action,Comedy,Loot,RPG,Open World,Multiplayer,Shooter,Funny,Online Co-Op,First-Person,Space,Adventure,Sci-fi,Action RPG,Singleplayer,Memes,Atmospheric,Masterpiece"
1718,"Mostly Positive,(303),- 78% of the 303 user reviews for this game are positive.",Journal,https://store.steampowered.com/app/261680/Journal/,"Indie,Adventure,Female Protagonist,Walking Simulator,Interactive Fiction,Hand-drawn,Casual,Visual Novel,Singleplayer,Point & Click,Short,Story Rich"
1719,"Very Positive,(749),- 89% of the 749 user reviews for this game are positive.",Eryi's Action,https://store.steampowered.com/app/261700/Eryis_Action/,"Platformer,Indie,Anime,Difficult,Action,Puzzle,Cute,Female Protagonist,Singleplayer,2D,Comedy,Casual,Side Scroller"
1720,"Mixed,(82),- 54% of the 82 user reviews for this game are positive.",Holy Avatar vs. Maidens of the Dead,https://store.steampowered.com/app/261720/Holy_Avatar_vs_Maidens_of_the_Dead/,"RPG,Casual,Indie,Strategy,Adventure,Zombies,Parody,Turn-Based,Comedy,Strategy RPG,Funny,Party-Based RPG,Singleplayer,Tactical,Turn-Based Strategy,Turn-Based Tactics,Fantasy,Action"
1721,"Mixed,(35),- 62% of the 35 user reviews for this game are positive.",Humans Must Answer,https://store.steampowered.com/app/261740/Humans_Must_Answer/,"Indie,Action,Shoot 'Em Up,Space,Side Scroller"
1722,"Mixed,(1,760),- 58% of the 1,760 user reviews for this game are positive.",Lichdom: Battlemage,https://store.steampowered.com/app/261760/Lichdom_Battlemage/,"Magic,RPG,Action,First-Person,Fantasy,Indie,Singleplayer,FPS,Adventure,Masterpiece,Action RPG,Early Access,Female Protagonist,Difficult,Atmospheric,Open World"
1723,"Very Positive,(6,191),- 93% of the 6,191 user reviews for this game are positive.",Estranged: Act I,https://store.steampowered.com/app/261820/Estranged_Act_I/,"Free to Play,Adventure,Horror,FPS,Zombies,Mod,Action,Indie,Singleplayer,First-Person,Atmospheric,Multiplayer,Survival,Mystery,Shooter,VR,Puzzle,Story Rich,Survival Horror,Open World"
1724,"Very Positive,(306),- 88% of the 306 user reviews for this game are positive.",Corporate Lifestyle Simulator,https://store.steampowered.com/app/261880/Corporate_Lifestyle_Simulator/,"Indie,Action,Zombies,Casual,Pixel Graphics,Great Soundtrack,Simulation,Gore,Isometric,Funny,Shooter"
1725,"Mostly Positive,(24),- 79% of the 24 user reviews for this game are positive.",The Mysterious Cities of Gold,https://store.steampowered.com/app/261940/The_Mysterious_Cities_of_Gold/,"Adventure,Casual,Indie,Puzzle"
1726,"Mostly Positive,(31),- 70% of the 31 user reviews for this game are positive.",Cube & Star: An Arbitrary Love,https://store.steampowered.com/app/261960/Cube__Star_An_Arbitrary_Love/,"Indie,Casual,Adventure,Exploration,Colorful"
1727,"Very Positive,(1,484),- 92% of the 1,484 user reviews for this game are positive.",Call of Duty¬Æ,https://store.steampowered.com/app/2620/Call_of_Duty/,"FPS,World War II,Action,Classic,Shooter,Multiplayer,Singleplayer,War,First-Person,Military,Historical,Masterpiece,Atmospheric,Linear,America,Story Rich,Difficult,Realistic,Zombies,Co-op"
1728,"Very Positive,(508),- 88% of the 508 user reviews for this game are positive.",Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,https://store.steampowered.com/app/262000/Gabriel_Knight_Sins_of_the_Fathers_20th_Anniversary_Edition/,"Adventure,Point & Click,Mystery,Remake,Classic,Singleplayer,Horror,Story Rich,Puzzle,Detective,Supernatural,Atmospheric,Great Soundtrack,Masterpiece,Cult Classic,Psychological Horror"
1729,"Very Positive,(42,821),- 85% of the 42,821 user reviews for this game are positive.",Darkest Dungeon¬Æ,https://store.steampowered.com/app/262060/Darkest_Dungeon/,"Turn-Based Combat,Dark Fantasy,Dungeon Crawler,RPG,Rogue-like,Lovecraftian,Difficult,Turn-Based,Singleplayer,Perma Death,Atmospheric,Strategy,Dark,Indie,2D,Horror,Rogue-lite,Gothic,Fantasy,Kickstarter"
1730,"Mixed,(44),- 47% of the 44 user reviews for this game are positive.",Trench Run,https://store.steampowered.com/app/262100/Trench_Run/,"Action,Casual,Indie,Pixel Graphics,Multiplayer,Destruction,Local Multiplayer,Side Scroller"
1731,"Mostly Positive,(530),- 74% of the 530 user reviews for this game are positive.",Toy Soldiers: Complete,https://store.steampowered.com/app/262120/Toy_Soldiers_Complete/,"Tower Defense,Action,Strategy,Casual,Indie,Simulation,Multiplayer,Co-op,Cold War,Shooter,War,Singleplayer,Arcade,World War I,Local Co-Op"
1732,"Mostly Positive,(1,365),- 72% of the 1,365 user reviews for this game are positive.",Vanguard Princess,https://store.steampowered.com/app/262150/Vanguard_Princess/,"Anime,Fighting,2D Fighter,Female Protagonist,Indie,Action,Nudity,2D,Casual,Cute,Mature,Arcade,Singleplayer,Sexual Content,Local Multiplayer,Beat 'em up,Local Co-Op,Great Soundtrack,Masterpiece,Multiplayer"
1733,"Very Positive,(885),- 88% of the 885 user reviews for this game are positive.",Jets'n'Guns Gold,https://store.steampowered.com/app/262260/JetsnGuns_Gold/,"Shoot 'Em Up,Great Soundtrack,Action,Side Scroller,Indie,Bullet Hell,Difficult,2D,Arcade,Old School,Space,Shooter,Masterpiece,Sci-fi,Comedy,Singleplayer,Retro,Gore"
1734,"Mostly Positive,(1,626),- 74% of the 1,626 user reviews for this game are positive.",Dungeons 2,https://store.steampowered.com/app/262280/Dungeons_2/,"Strategy,RPG,Management,Fantasy,Dungeon Crawler,Comedy,RTS,Simulation,Villain Protagonist,Multiplayer,Singleplayer,Competitive,Funny,Base Building,Top-Down,Building,God Game"
1735,"Very Positive,(685),- 84% of the 685 user reviews for this game are positive.",Cloudbuilt,https://store.steampowered.com/app/262390/Cloudbuilt/,"Platformer,Parkour,Female Protagonist,Indie,Action,Fast-Paced,Great Soundtrack,Difficult,Sci-fi,Singleplayer,3D Platformer,Third Person,Anime,Time Attack,Runner"
1736,"Very Positive,(13,568),- 82% of the 13,568 user reviews for this game are positive.",World of Guns: Gun Disassembly,https://store.steampowered.com/app/262410/World_of_Guns_Gun_Disassembly/,"Free to Play,Simulation,Gun Customization,Shooter,Education,Singleplayer,Puzzle,FPS,Military,Action,Realistic,Indie,Multiplayer,Historical,First-Person,Casual,Sandbox,America,Masterpiece,Funny"
1737,"Very Positive,(250),- 91% of the 250 user reviews for this game are positive.",Rollers of the Realm,https://store.steampowered.com/app/262470/Rollers_of_the_Realm/,"Pinball,RPG,Puzzle,Adventure,Indie,Action,Female Protagonist,Casual,Singleplayer"
1738,"Mostly Positive,(471),- 75% of the 471 user reviews for this software are positive.",Manga Maker Comipo,https://store.steampowered.com/app/262490/Manga_Maker_Comipo/,"Anime,Design & Illustration,Animation & Modeling,Software,Web Publishing,Casual,Simulation,Cute,Nudity,Masterpiece"
1739,"Mixed,(32),- 65% of the 32 user reviews for this game are positive.",CRIMSON ROOM¬Æ DECADE,https://store.steampowered.com/app/262510/CRIMSON_ROOM_DECADE/,"Adventure,Indie,Horror,Atmospheric"
1740,"Very Positive,(524),- 89% of the 524 user reviews for this game are positive.",Gunman Clive,https://store.steampowered.com/app/262550/Gunman_Clive/,"Indie,Action,Western,Platformer,Side Scroller,2D,Short,Great Soundtrack,Difficult,Singleplayer,Shooter"
1741,"Mixed,(193),- 64% of the 193 user reviews for this game are positive.",GoD Factory: Wingmen,https://store.steampowered.com/app/262750/GoD_Factory_Wingmen/,"Space,Action,Simulation,Multiplayer,Strategy,Indie,Sci-fi,PvP,MOBA,VR,Adventure,Shooter"
1742,"Very Positive,(498),- 81% of the 498 user reviews for this game are positive.",Our Darker Purpose,https://store.steampowered.com/app/262790/Our_Darker_Purpose/,"Rogue-like,Indie,Action,RPG,Rogue-lite,Difficult,Procedural Generation,Female Protagonist,Dark,Perma Death,Gothic,Singleplayer,Kickstarter,Great Soundtrack,2D,Dark Fantasy"
1743,"Mixed,(69),- 65% of the 69 user reviews for this game are positive.",Super Turbo Demon Busters!,https://store.steampowered.com/app/262810/Super_Turbo_Demon_Busters/,"Pixel Graphics,Adventure,Indie,Mouse only,Dungeon Crawler,Singleplayer,Atmospheric,Space,Sci-fi,2D,Rogue-like,Point & Click,Multiple Endings,Violent,Casual,Rogue-lite,Retro,1990's,Replay Value,Dark Humor"
1744,"Very Positive,(1,138),- 91% of the 1,138 user reviews for this game are positive.",Crimsonland,https://store.steampowered.com/app/262830/Crimsonland/,"Action,Shooter,Top-Down,Indie,Local Co-Op,Top-Down Shooter,Gore,RPG,Classic,Co-op,Survival,Shoot 'Em Up,Twin Stick Shooter,Arcade,Sci-fi,Zombies,2D,Masterpiece,Local Multiplayer,Post-apocalyptic"
1745,"Very Positive,(202),- 96% of the 202 user reviews for this game are positive.",The Journey Down: Chapter Two,https://store.steampowered.com/app/262850/The_Journey_Down_Chapter_Two/,"Adventure,Indie,Point & Click,Atmospheric,Noir,Retro,Great Soundtrack,Comedy,Puzzle,Story Rich,Episodic,Singleplayer,Funny,Hand-drawn,2D,Classic,Surreal,Colorful,Short,Casual"
1746,"Mostly Positive,(211),- 72% of the 211 user reviews for this game are positive.",Smooth Operators,https://store.steampowered.com/app/262900/Smooth_Operators/,"Simulation,Strategy,Casual,Indie,Management,Singleplayer,Pixel Graphics"
1747,"Very Positive,(1,128),- 87% of the 1,128 user reviews for this game are positive.",Broken Sword 5 - the Serpent's Curse,https://store.steampowered.com/app/262940/Broken_Sword_5__the_Serpents_Curse/,"Adventure,Point & Click,Singleplayer,Mystery,Kickstarter,Puzzle,Story Rich,Hand-drawn,Classic,2D,Conspiracy,Retro,1990's,Comedy,Female Protagonist,Crowdfunded,Third Person,Detective,Indie"
1748,"Mostly Positive,(947),- 78% of the 947 user reviews for this game are positive.",Castle In The Darkness,https://store.steampowered.com/app/262960/Castle_In_The_Darkness/,"Metroidvania,Indie,Platformer,Action,Adventure,Difficult,Pixel Graphics,RPG,Retro,2D,Great Soundtrack,Singleplayer"
1749,"Very Positive,(2,272),- 90% of the 2,272 user reviews for this game are positive.",Call of Duty¬Æ 2,https://store.steampowered.com/app/2630/Call_of_Duty_2/,"Action,World War II,FPS,Multiplayer,Singleplayer,Shooter,War,Classic,First-Person,Historical,Masterpiece,Atmospheric,Military,Story Rich,Co-op,Zombies,Adventure,Casual,Free to Play,Simulation"
1750,"Very Positive,(457),- 91% of the 457 user reviews for this game are positive.",STARWHAL,https://store.steampowered.com/app/263020/STARWHAL/,"Indie,Local Multiplayer,Funny,Action,Multiplayer,Casual,Sports,Arcade,Space,4 Player Local,Competitive,2D,Local Co-Op,Fighting,Retro,Great Soundtrack,Family Friendly,Masterpiece,Early Access,Fast-Paced"
1751,"Mostly Positive,(3,061),- 78% of the 3,061 user reviews for this game are positive.",Blockstorm,https://store.steampowered.com/app/263060/Blockstorm/,"Action,FPS,Multiplayer,Shooter,Indie,Building,Sandbox,First-Person,Character Customization,Voxel,Pixel Graphics,Open World,Zombies,Gun Customization,Destruction,Massively Multiplayer,Level Editor,Early Access,Singleplayer,Walking Simulator"
1752,"Mixed,(158),- 64% of the 158 user reviews for this game are positive.",Pixel Boy and the Ever Expanding Dungeon,https://store.steampowered.com/app/263080/Pixel_Boy_and_the_Ever_Expanding_Dungeon/,"Action,RPG,Indie,Rogue-like,Dungeon Crawler,Rogue-lite,Shooter,Top-Down,Procedural Generation,Action RPG,Pixel Graphics,Shoot 'Em Up,2D"
1753,"Very Positive,(972),- 83% of the 972 user reviews for this game are positive.",9.03m,https://store.steampowered.com/app/263100/903m/,"Indie,Short,Walking Simulator,Exploration,First-Person,Emotional,Singleplayer,Experimental,Interactive Fiction,Beautiful,Free to Play"
1754,"Mostly Positive,(530),- 78% of the 530 user reviews for this game are positive.",Signs of Life,https://store.steampowered.com/app/263200/Signs_of_Life/,"Early Access,Sandbox,Survival,Adventure,Crafting,Indie,RPG,Space,2D,Action,Building,Sci-fi,Early Access,Open World,Casual,Multiplayer,Singleplayer,Platformer,Side Scroller"
1755,"Very Positive,(12,673),- 84% of the 12,673 user reviews for this game are positive.",Spintires¬Æ: The Original Game,https://store.steampowered.com/app/263280/Spintires_The_Original_Game/,"Simulation,Offroad,Physics,Multiplayer,Driving,Open World,Realistic,Adventure,Co-op,Moddable,Atmospheric,Exploration,Online Co-Op,Masterpiece,Sandbox,Racing,Singleplayer,Difficult,Action,Indie"
1756,"Very Positive,(1,733),- 85% of the 1,733 user reviews for this game are positive.",BlazBlue: Calamity Trigger,https://store.steampowered.com/app/263300/BlazBlue_Calamity_Trigger/,"Fighting,Anime,2D Fighter,Arcade,Great Soundtrack,2D,Action,Local Multiplayer,Beat 'em up,Singleplayer,Local Co-Op,Story Rich,Multiplayer,Cute,Fantasy,Masterpiece,Comedy,Controller,Pixel Graphics"
1757,"Very Positive,(66),- 87% of the 66 user reviews for this game are positive.",Driftmoon,https://store.steampowered.com/app/263380/Driftmoon/,"RPG,Adventure,Indie,Fantasy,Top-Down"
1758,"Very Positive,(306),- 91% of the 306 user reviews for this game are positive.",War of the Human Tanks,https://store.steampowered.com/app/263400/War_of_the_Human_Tanks/,"Anime,Strategy,Indie,Adventure,Visual Novel,Military,Turn-Based,Tanks,Tactical,Turn-Based Strategy,Cute"
1759,"Positive,(49),- 87% of the 49 user reviews for this game are positive.",Girls Like Robots,https://store.steampowered.com/app/263460/Girls_Like_Robots/,"Casual,Puzzle,Indie,Robots,Adventure,Cute,Funny"
1760,"Mostly Positive,(3,144),- 77% of the 3,144 user reviews for this game are positive.",Dragons and Titans,https://store.steampowered.com/app/263500/Dragons_and_Titans/,"Free to Play,Dragons,MOBA,Multiplayer,RPG,Action,Adventure,Singleplayer,Indie,Co-op,Fantasy,Massively Multiplayer,PvP,Strategy,Survival,MMORPG,Open World,FPS,Sandbox,Atmospheric"
1761,"Mixed,(2,940),- 56% of the 2,940 user reviews for this game are positive.",Villagers and Heroes,https://store.steampowered.com/app/263540/Villagers_and_Heroes/,"Free to Play,Massively Multiplayer,RPG,Open World,Multiplayer,Indie,Adventure,MMORPG,Crafting,Sandbox,Fantasy,Survival,Medieval,Action,Co-op,Magic,Funny,Casual,FPS,Shooter"
1762,"Very Positive,(343),- 86% of the 343 user reviews for this game are positive.",Paper Sorcerer,https://store.steampowered.com/app/263560/Paper_Sorcerer/,"RPG,Indie,Dungeon Crawler,Turn-Based,Adventure,Singleplayer,Fantasy,Kickstarter,First-Person,Stylized,Villain Protagonist,Old School,Female Protagonist"
1763,"Very Positive,(2,393),- 82% of the 2,393 user reviews for this game are positive.",Mitsurugi Kamui Hikae,https://store.steampowered.com/app/263620/Mitsurugi_Kamui_Hikae/,"Anime,Hack and Slash,Female Protagonist,Action,Indie,Character Action Game,Third Person,Spectacle fighter,Singleplayer,Fighting,Beat 'em up,Nudity,Mature,Cute,Controller,JRPG,Arcade,Swordplay,Fast-Paced,Destruction"
1764,"Mixed,(447),- 58% of the 447 user reviews for this game are positive.",Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition,https://store.steampowered.com/app/263680/Unearthed_Trail_of_Ibn_Battuta__Episode_1__Gold_Edition/,"Adventure,Action,Indie,Masterpiece,Action-Adventure"
1765,"Very Positive,(71),- 85% of the 71 user reviews for this game are positive.",Muffin Knight,https://store.steampowered.com/app/263700/Muffin_Knight/,"Indie,Action,Adventure,Casual,Platformer"
1766,"Mostly Positive,(337),- 70% of the 337 user reviews for this game are positive.",Brawlout,https://store.steampowered.com/app/263720/Brawlout/,"Fighting,Action,Multiplayer,2D Fighter,Platformer,Indie,Casual,Early Access,Competitive,Local Multiplayer"
1767,"Very Positive,(671),- 82% of the 671 user reviews for this game are positive.",FootLOL: Epic Fail League,https://store.steampowered.com/app/263740/FootLOL_Epic_Fail_League/,"Sports,Indie,Soccer,Multiplayer,RPG,Comedy,Action,Football,Funny,Casual,Memes,Singleplayer,Simulation,Fast-Paced,Co-op,Online Co-Op,God Game,Top-Down,Atmospheric,Replay Value"
1768,"Very Positive,(464),- 90% of the 464 user reviews for this game are positive.",EvilQuest,https://store.steampowered.com/app/263820/EvilQuest/,"RPG,Indie,Adventure,Action,Retro,Villain Protagonist,Action RPG,Pixel Graphics,Singleplayer"
